number of bedrooms,number of bathrooms,living area,lot area,number of floors,Area of the basement,living_area_renov,lot_area_renov,Distance from the airport,Price,condition of the house
3,1.5,1500,6337,1,0,1420,6337,50,270000,5
3,2,1690,9583,1,0,1690,9583,50,270000,4
3,2,1920,8075,1,410,1920,7826,62,260000,4
3,2.5,1420,14850,1,400,2060,8800,77,260000,4
2,1,960,28717,1,0,1860,28717,50,255000,4
2,1,810,7980,1,0,1440,7980,64,255000,1
3,2.5,1850,4597,2,0,2210,5000,78,254000,3
3,1,1030,6127,1,150,1610,6127,76,252500,3
3,1.75,1220,7250,1,0,1700,15251,58,251000,3
4,3,2163,5883,2,0,1700,10143,68,248000,3
3,1,1360,9948,1,0,1670,8475,74,234950,3
3,2.5,2000,9202,2,0,1750,7827,72,225000,4
4,1,1430,8355,1.5,0,1550,7938,71,224500,4
2,1.5,1020,1525,2,0,1020,3844,70,212000,3
3,1,1160,8320,1,0,1480,7800,71,201500,4
2,1,720,18000,1,0,1250,7925,56,195000,3
4,2,2520,6000,1,1120,1580,3720,75,875000,3
5,2.75,3060,7015,1,1460,2190,7600,70,549900,5
3,2.5,1350,1250,3,80,1350,886,78,394950,3
3,2.5,2130,6969,2,0,1670,9545,55,320000,3
4,1,1940,9533,1,860,1940,8839,63,265000,3
4,2.5,2160,5298,2.5,0,1720,2283,67,842500,4
3,2.5,1370,1350,2,360,1450,6000,61,368000,3
5,2.75,3650,20150,1,1290,3220,19800,53,1580000,4
5,1.75,3380,20021,1,1690,3260,19809,59,1350000,4
4,3.5,3460,3997,2,900,1860,4000,74,1320000,3
4,3.25,2330,9687,2,0,3880,9017,74,1300000,3
4,3.75,3490,9170,2,0,1810,8470,58,1260000,3
4,4.5,5420,101930,1,1530,4760,101930,59,1230000,3
4,2.25,3070,16028,1,1200,3070,19822,62,1230000,3
3,1.75,1560,8078,1.5,0,2890,16710,52,1200000,4
3,2.5,3720,11610,2,0,3530,11877,74,1080000,3
4,3.75,3280,11000,2,960,2400,8351,64,1050000,3
4,3.25,3270,5187,2,160,3600,5825,72,1030000,3
3,2.5,2920,34527,1,1120,2480,7933,66,1020000,4
5,3,4530,258746,1.5,1330,3430,83199,79,950000,4
4,2.25,3290,12329,1.5,0,3170,12329,80,947500,4
3,2.75,2980,27144,1.5,800,1890,12514,73,947500,5
4,2.75,3300,12090,2,0,3180,12239,55,927000,3
3,2,2700,6120,1,1350,1700,4590,65,910000,4
4,3.25,4700,38412,2,1280,3640,35571,51,900000,3
4,2.5,2830,5000,2,0,1950,5000,67,885000,3
3,3.25,2170,12508,1.5,520,2720,21070,68,876650,5
4,2.5,2350,3150,1.5,660,1750,3150,77,870300,4
4,1.75,2350,11914,1,0,2240,10706,50,850000,4
4,2.75,2600,2750,1.5,980,1960,3705,68,840000,3
5,4.5,4630,6324,2,1420,4420,6790,77,809000,3
4,3.25,3680,5759,2,840,3620,6006,72,788000,3
3,1.75,1720,5000,1,0,2120,4188,78,770000,3
4,2.5,3110,6142,2,0,3200,6826,76,751000,3
4,2.5,2980,4930,2,90,2980,6099,58,750000,3
3,2.5,2620,8950,2,0,2850,8809,66,746000,3
4,2.5,2760,5000,1.5,1080,1850,5000,64,734200,5
4,2.5,2670,13463,2,0,2560,10982,62,690000,4
4,3,2400,3340,1,1200,1520,3758,58,675000,4
4,2.5,2550,10000,1,1260,2270,8640,57,660000,3
4,2.5,3040,6887,2,0,2790,7196,52,647000,3
3,2.5,1570,1433,3,0,1570,2652,55,635000,3
4,2,1770,4166,2,0,1340,6000,55,630000,5
3,1.5,1620,6630,1,340,1880,5100,55,620000,3
2,1.75,2040,4480,1.5,0,2040,35124,64,615000,4
4,3,2110,5000,1.5,470,1380,5000,80,610000,4
4,1.75,2120,4650,1,930,2070,6487,70,582000,3
3,2,2560,216777,1,0,2360,108463,69,560000,3
4,2.25,2540,228254,1,1090,1780,59241,76,540000,3
4,2.25,1800,8623,1,440,2370,8623,65,522000,4
4,1.75,1940,4800,1,910,1450,4800,79,505000,5
4,2.5,2780,6369,1,1190,2170,7490,78,505000,3
2,2.25,1290,1334,3,0,1350,1334,53,500000,3
3,1,980,6380,1,220,1390,6380,50,499950,3
2,2.5,1230,1391,2,360,1240,1350,55,490000,3
3,1.5,2020,11358,1,830,2370,9520,62,465000,4
3,2.5,2010,2287,2,620,1690,1662,59,453246,3
3,1.5,1770,17208,1,610,2450,17118,50,450000,3
2,2.5,1480,1369,3,0,1390,1337,71,420000,3
3,2.25,2200,16921,2,0,2060,16921,75,410000,3
4,2.5,2160,6223,2,0,2160,5555,53,383000,3
5,3,2480,10090,1,1180,2290,9900,69,372500,3
2,2.5,980,895,2,310,980,899,53,369000,3
3,1,1280,9898,1,0,1290,9625,54,368000,3
4,2,1730,5500,1,720,1080,4900,58,360000,5
4,2.5,2380,7066,2,0,2310,8127,54,357000,4
2,1,910,4500,1.5,0,1270,3500,67,350000,4
3,1.5,1720,7119,1.5,0,1590,7616,80,341000,4
3,1,1080,8100,1,0,1080,8100,61,339000,4
3,2.5,1940,4927,2,0,2070,4892,68,335000,3
5,3,2100,4548,1,850,2100,7959,61,330000,3
3,1.75,1440,8040,1,480,1500,8040,63,315275,3
5,2.25,2180,7813,2,0,1880,8649,54,302000,3
2,1.5,830,1333,2,0,1120,4822,52,301500,3
2,1.75,1360,8100,1,500,1830,6766,72,300000,3
3,1,1830,8209,1,0,2150,12000,75,270000,3
2,1,1290,2828,2,0,1290,2628,71,265000,3
2,1,1220,2500,1,450,1540,3000,64,255000,3
1,1,810,2451,1,0,980,1198,55,235000,5
3,1,990,8012,1,0,1260,9060,79,225000,4
3,1.5,1350,7620,1,0,1350,7620,75,211000,5
3,2.5,1040,2643,2,320,1540,5110,64,210000,3
3,1,1460,9750,1,0,1270,9750,80,201000,4
2,1,700,10540,1,0,890,10540,63,192000,3
3,1.5,1370,8470,1,0,1710,8800,73,185000,4
3,1,970,8580,1,0,1430,11907,78,156000,3
3,1,1250,53143,1,0,1820,217800,56,110000,5
4,2.5,5300,26211,2,730,3890,19281,79,2560000,2
5,4,4430,9000,2,0,2470,9490,56,2450000,3
4,4.5,5030,11023,2,1780,3640,11490,52,2450000,3
5,2.25,3120,16672,2,0,3740,17853,51,1900000,4
5,3.25,4860,23723,2,1040,4040,13860,74,1680000,4
5,3.25,3370,17458,1,1370,4240,15202,77,1550000,5
5,4.25,3530,7924,2,0,1750,9226,59,1400000,3
4,1.5,2740,4000,2,810,1680,4000,60,1110000,5
4,3.25,4400,8400,2,0,4440,15523,71,1050000,3
4,2.5,3490,7494,2,0,3260,8437,67,975000,3
4,2.5,3520,6773,2.5,870,2930,6458,67,870000,3
4,2.5,3560,11119,1,1270,3290,11385,52,860000,3
5,2.75,3150,7119,2,0,1560,8384,52,819900,3
6,3,2890,2370,2.5,600,2180,2460,66,799200,3
3,1.75,2340,10495,1,0,3120,11068,79,780000,4
3,3.25,3610,59677,2,1170,3130,65775,51,777000,3
3,2.25,1780,6120,1.5,390,1960,5568,58,771000,4
3,3.25,3190,5283,2,0,2950,5198,52,757000,3
3,1.5,1310,3880,1,220,1570,3880,60,717000,3
3,2.5,2030,8398,2,0,2450,8104,64,700000,4
4,2.5,3000,5548,2,0,2870,5000,65,675000,3
5,3,3410,9600,1,1540,2390,9679,62,675000,4
3,2,1940,5820,1.5,790,990,3880,60,665000,5
4,3.5,3400,5196,2,0,3170,5260,56,660000,3
4,2.5,2740,7140,2,0,2260,7035,74,651000,3
4,2.5,2210,4861,2,0,1590,5080,62,650000,3
3,2.5,1740,13750,2,0,2540,14300,63,645000,4
4,1.75,1950,13320,1,580,2120,12051,60,635000,4
4,2,2260,6000,1,830,2030,5874,60,628000,3
3,3.5,1810,1846,2,370,1480,3600,76,625000,4
3,1,1710,4050,1.5,0,1790,4896,64,620000,3
3,1.75,1680,2400,1,810,1440,3600,50,591000,5
4,2.25,2710,38180,2,0,2590,38180,63,591000,4
4,1.75,2090,8164,1,1020,1310,7975,66,581000,4
5,2,2290,7125,1,1100,1460,7920,61,580000,3
3,1.75,1580,11750,1,400,2150,11750,62,575000,4
3,2,1530,5401,1,0,1640,5467,54,570000,4
3,1,1440,5000,2,0,1850,4500,60,560000,3
4,2,2250,7500,1,1050,1440,7500,73,550000,5
7,4,3440,8100,2,0,1420,1560,62,550000,3
2,2,1680,4950,1,0,1570,4800,72,530000,3
3,1.75,1690,8190,1,0,1840,8705,62,530000,4
5,3,2450,4591,2,0,1060,5500,52,525000,3
3,3.5,2876,5086,2,516,2390,4419,70,525000,3
3,2.5,1580,1161,2,570,1680,1177,54,525000,3
3,1.5,1240,7735,1,0,1260,7500,54,523000,4
4,2.5,2790,5602,2,0,2790,5309,69,505000,3
4,2.5,2040,5616,2,0,2380,4737,72,502000,3
5,4.75,3830,35000,1,1700,2750,36150,61,480000,3
4,2.5,3740,8700,1,1480,2650,6333,68,475000,3
3,1.5,1270,5112,1,0,1580,5080,77,465000,3
5,2.5,3400,8970,1,1700,1890,8475,80,464000,4
3,2.25,2350,10450,1,960,2250,10450,69,460000,3
4,2.5,3360,7685,2,0,3060,6567,67,455000,3
3,2.75,1250,892,2,210,1250,1296,52,450000,3
3,2.25,2450,42180,1,0,1440,42180,72,450000,4
3,2,1770,6610,1,810,2010,4361,63,449500,4
4,2.25,2140,6355,2,0,2480,5746,72,435000,3
3,1.75,1960,5000,1,980,1790,5000,61,415000,5
4,1,1410,6000,1,600,1500,4800,80,413000,3
4,1.75,2180,13529,1,1090,2000,13529,58,405000,3
3,2,1480,6600,1,740,1250,7300,58,385000,3
3,1,1190,9486,1,0,2100,10400,54,375000,4
5,2.5,3001,5710,2,0,2340,5980,77,373000,3
3,1.75,1650,8254,1,590,2280,9450,52,370000,5
3,2.5,1490,1709,3,0,1364,1709,69,354901,3
3,2.5,2010,14298,2,0,2010,14298,72,350000,3
3,1.75,1090,7200,1,0,1240,7200,63,345000,3
3,2.5,1450,5008,1,610,2120,5019,78,330000,3
3,2,1350,14200,1,0,2100,15101,79,322500,3
3,1,1390,12823,1,0,1390,10095,63,319000,4
3,1,1090,7315,1,0,1090,5800,77,289000,5
3,2.5,1950,8251,2,0,1540,8588,73,287600,3
3,2.25,1490,9600,1,320,1590,10104,57,287000,4
3,1,1090,8640,1,0,1260,8400,52,285000,4
4,1.5,2180,22870,1,900,2420,22614,66,273000,4
4,2.25,2510,8165,1,900,1940,8250,59,267345,4
5,1.75,2020,7902,1,800,2220,8819,66,245000,3
3,1,1900,33888,1.5,0,1430,19200,80,239950,4
2,0.75,650,5360,1,0,1110,6700,52,230000,4
3,1.5,1250,7500,1,0,1260,7563,72,225000,3
4,1.5,1950,12559,1.5,0,1950,9178,51,225000,3
3,1,1040,6535,1,0,1100,6535,62,225000,3
3,1,1660,7210,1,560,1660,7245,51,225000,3
2,1,910,6232,1,0,1070,6232,62,155000,3
2,1,790,2640,1,0,1310,2064,76,90000,3
4,2.75,3260,19542,1,1090,3480,19863,78,1880000,4
3,2.5,2550,7200,2,0,2030,3500,77,1400000,3
4,3.5,4910,9444,1.5,1800,4560,11063,52,1220000,3
4,2.25,4470,60373,2,0,3210,40450,67,1120000,3
4,2,2290,11137,1,0,2300,10463,68,1060000,4
5,4.5,3810,8019,2,0,3390,7713,53,966000,3
5,2.25,2510,9887,2,0,2510,10006,69,955000,3
4,2.5,3320,7644,2,0,3320,9472,54,950000,3
3,2.5,3100,20553,1,0,3000,22302,50,930000,3
4,2.5,2190,7350,2.5,0,1880,7350,80,925000,5
3,2.5,2580,13096,2,0,2580,7988,55,802000,3
3,1,1700,4400,1.5,0,1610,4180,71,800000,4
3,2.75,2470,3600,2,0,2570,3600,60,773000,3
3,2.5,3030,30007,1.5,0,3360,34983,53,766950,4
5,5,5774,31675,1,1284,3260,13200,54,740000,3
4,2.5,3430,10157,2,0,3480,10157,58,740000,3
4,2.5,2700,4004,2,0,2260,4459,59,723000,3
4,2.25,2060,5649,1,700,2060,5626,78,715000,5
4,3.25,3200,7081,2,0,3120,6094,54,707000,3
3,1.5,2360,6750,2,430,1320,4500,53,702500,5
3,1.75,1830,5120,1.5,0,2120,5120,61,682000,5
4,2.5,2470,33305,2,0,2440,33305,68,633100,3
4,2.75,1680,11180,1,0,2400,9627,72,625000,4
5,2.5,2540,3832,2,780,2000,5289,54,620000,5
5,1.75,2220,6000,1.5,800,1550,1715,78,607500,3
2,1.5,1159,4800,1,0,1640,4800,64,582500,3
4,2.5,2240,14667,2,0,2410,11243,67,565000,4
3,1.5,1830,8000,1,0,1310,7500,56,562000,4
3,1.75,2000,5000,1,890,1750,5000,56,546000,4
3,2.5,2090,7640,1,730,2090,7668,59,543000,3
2,2,2370,217800,1.5,770,2370,157687,80,543000,3
4,1.75,1900,8250,1,950,1480,8360,78,542000,4
3,1.75,1400,3825,1.5,300,1720,5100,62,538000,4
4,2.75,2450,15002,1,0,2650,15055,55,530000,5
3,1.75,1600,6120,1.5,0,1670,4590,52,525000,3
3,2.5,1820,4883,2,0,2720,5002,70,511000,3
3,1.75,2170,54014,1,720,2090,29075,75,510000,3
3,2,2090,42689,1.5,0,1890,18276,70,499000,3
4,2.75,2270,7375,1,980,1750,7760,74,498000,4
3,2.75,1850,9600,1.5,0,1250,10500,80,489200,5
4,2.5,2150,39449,1,730,2010,35717,68,486000,3
4,2.5,2310,14023,2,0,2410,14007,69,470000,3
3,1,1660,7500,1,600,1450,7500,70,458000,4
3,2.5,2910,17172,2,0,2910,20048,64,450000,3
3,2.75,2580,5200,2,0,2700,5602,59,437000,3
4,2.5,3040,24123,2,0,2420,10026,74,420000,3
2,1,840,3522,1,0,1390,4800,69,405100,3
2,1,980,2130,1,120,980,2800,51,400000,4
2,1,830,4000,1,0,950,4000,68,394475,3
4,1.75,1620,4980,1,760,1400,4980,52,385000,4
3,2.5,1690,1618,2,540,1690,1618,55,372977,3
3,1,1290,5500,1,310,1680,5000,73,372220,3
4,1.75,2010,8625,1,670,1500,8400,61,364000,4
3,3.5,2100,12384,2,0,2400,7776,55,356000,3
5,3,2257,10117,1,894,1540,10700,53,349950,3
3,2.25,2120,15003,2,0,2070,15203,74,345000,3
3,2.25,1970,3716,2,0,1780,3716,71,340000,3
3,1,1050,5402,1.5,0,1510,4685,75,339950,4
5,2,1700,7314,1,700,2000,7176,67,337500,3
3,2.5,2220,6049,2,0,1980,7226,57,325000,4
3,2.5,1840,5011,2,0,2000,4793,58,317000,3
4,2.5,2010,7226,2,0,2160,7696,80,316000,3
3,1,1050,9876,1,0,1760,9403,68,310000,3
3,1,1480,7830,1,0,1450,7830,64,310000,3
3,1.5,1220,1086,3,0,1220,1422,72,306000,3
3,1.75,2110,10200,2,0,1800,10200,50,305495,4
4,1.5,1590,131551,1,0,2280,108028,69,305000,4
3,1,1260,8280,1,0,2100,8280,80,300000,3
2,1.75,1250,34395,1,0,1910,26042,71,299000,4
2,1,700,6000,1,0,920,6000,62,267800,4
3,2.5,1780,7214,1,380,1520,7228,55,266000,4
3,2,1570,5706,1,0,1570,5706,58,265000,3
3,2,1850,8250,1,700,1580,7153,55,257200,4
4,2.5,2230,4541,2,0,2800,4860,56,253000,3
4,2,1630,9010,1,580,1670,7820,70,234000,4
3,1.75,1340,7473,1,0,1510,8240,55,223000,4
2,1,1240,7200,1,0,1130,9200,60,215000,3
2,1,1170,8925,1,0,1380,7440,77,175000,3
3,1,860,11900,1,0,1660,10248,60,160000,4
2,1,700,5200,1,0,1030,5200,71,155000,5
3,1,1100,17334,1,0,1530,18694,75,139000,3
4,1.75,3550,19865,2,0,3000,19862,79,2100000,3
4,2.5,3200,7535,2,0,1650,6850,56,1260000,3
4,3.5,4210,10308,2,0,3860,10200,71,1150000,3
4,3.25,3740,12080,1,1740,4210,15277,68,1090000,3
5,4.25,3920,16258,2,1020,2540,12131,77,1000000,3
4,2.5,3950,10856,3,0,3200,10856,76,914500,3
4,1.75,2930,11562,1,1260,2530,6517,80,840000,3
3,1,1230,12305,1,0,2100,7960,78,839000,3
4,3.5,3930,5680,2,1110,3700,5816,69,828950,3
5,2.75,3030,10335,2,0,2720,11213,51,819995,3
4,2.5,3310,5404,2,0,2600,4730,72,803100,3
3,1.75,1790,6117,1,440,1960,5554,54,790000,3
5,3.75,3580,14275,2,390,2740,14300,65,765000,3
4,2.5,3240,20301,2,0,3010,23650,74,749400,3
4,3,1980,5352,2.5,0,1680,5352,66,744000,3
3,2.5,3150,151588,2,0,2410,208652,62,720000,3
4,3,3150,9130,2,0,2970,6228,60,695000,3
3,2.5,4560,17622,2,760,2360,15000,54,695000,4
4,3.25,2740,7266,2,680,3030,6546,69,689900,3
4,2,2560,7798,1,670,1330,7798,50,640000,4
4,2.5,2680,9185,2,0,2810,8505,53,620000,3
4,2,1550,4815,1.5,0,1680,4013,59,613000,3
4,2.5,2240,12032,1,0,2520,12368,80,592500,3
5,1.75,2000,3750,2,0,1520,3750,79,585000,4
4,2.75,2550,7636,1,1110,2290,8223,78,582800,3
3,2.5,2360,4638,2,0,1620,4638,68,580050,3
2,1,1490,6000,1,400,1590,6000,75,575000,3
4,2.5,3020,17810,1,1420,2500,15815,59,575000,3
3,2.25,1980,40887,1,0,2460,35700,52,550000,4
3,2.5,2700,7434,2,0,2660,8405,76,525000,3
3,2.5,1840,2875,2,0,1240,5750,68,512500,4
4,2.5,2240,7200,2,0,1860,6600,74,497000,3
4,2,2050,4000,1.5,840,1310,4000,55,495000,5
7,3.5,2870,29699,1,1350,1380,7555,57,475000,3
3,1,1660,6582,1,660,1110,6584,59,467000,5
3,1.5,1260,10350,1,0,1800,10350,78,465750,3
3,1.75,1410,6886,1,0,1410,6561,70,465000,3
3,2.5,1870,7344,1,400,1930,7344,68,455000,3
2,1,1320,4520,1,0,1420,4560,71,451555,3
3,2,1510,7066,1,280,1950,8089,55,430000,3
4,1.75,1880,7303,1,870,1710,7200,59,423000,3
3,2,1640,9972,1,0,1680,10165,60,420000,4
3,1.5,1340,10224,1,0,1340,10440,65,417000,4
3,1.5,1490,8475,1,0,1490,8540,70,412500,4
3,1,1630,10304,1,0,1480,8515,78,400000,5
3,1.5,1120,7000,1,0,1470,7950,70,395300,3
3,2.5,2240,10800,2,0,1900,9900,69,390000,3
3,2.5,1720,3600,2,0,1720,3600,63,386380,3
4,1.75,1890,8000,1,640,1870,8270,74,375000,4
4,2.5,2710,5880,2,0,2520,6000,72,370000,3
3,1.75,1680,250470,1,610,1680,360000,66,350000,4
3,1,1400,7066,1,0,1400,7320,61,349950,3
3,2.5,1700,7496,2,0,2280,7496,67,349950,3
3,2.5,1232,1130,3,0,1232,1202,68,344000,3
4,1.75,2290,10290,1,950,1800,7605,53,343000,3
3,2.25,1180,9630,2,0,2660,5979,53,342400,3
3,1.75,1960,8136,1,980,1070,7480,59,340000,3
3,2.25,2150,30476,2,0,2010,10800,69,335000,3
4,2.5,2150,6807,2,0,1910,7240,52,316500,4
2,1,880,6345,1,0,1440,6345,52,312500,3
3,2.25,1490,974,2,270,1490,1283,78,312000,3
4,1.75,2020,7865,1,1010,1650,7865,58,302000,4
3,1,1220,13000,1,0,1510,12600,69,300000,4
3,1.5,850,2500,1,0,850,5000,61,295000,3
3,1,1330,20562,1.5,0,1350,20562,71,280000,3
4,2.5,1840,1562,2,440,1840,1766,61,275000,3
3,1,1010,9514,1,0,1010,9514,59,270000,3
3,2.25,1590,7748,2,0,1590,7606,76,263000,4
3,2.5,1690,5025,2,0,2550,5001,71,256883,3
4,2.5,2070,7800,2,0,1950,7815,69,255000,3
3,2,1650,7352,1,490,1710,7350,52,252350,3
3,1,1230,10350,1,0,1510,10427,74,250000,4
3,1.75,1490,6930,1,0,1880,6861,77,245000,4
3,2,1400,6200,1,700,1410,7564,78,240000,3
3,2,1400,7384,1,250,1820,7992,55,225000,3
3,1,1040,5000,1,0,1440,5000,73,217450,3
3,1,1160,10384,1,0,1200,9880,79,215000,4
4,2,1670,9987,1,0,1640,7280,76,204700,3
3,1,980,3090,1.5,0,980,3090,78,197500,3
3,1,1090,8520,1,0,1190,8520,61,190000,3
3,1,1150,8100,1,0,1120,8100,58,185000,3
3,1,1060,5200,1,0,1380,5200,73,174950,5
5,4.25,6490,10862,2,2550,3290,14080,65,2000000,4
4,3,5520,8313,2,1950,3770,8278,54,1270000,3
3,2,2220,6641,1,1000,1800,5900,56,875000,4
4,2.75,3280,24440,2,0,3490,25138,66,862500,3
5,1.5,3360,5402,2,0,3360,5415,77,804995,3
4,3.25,3120,5000,2,750,2520,6000,66,799000,3
3,2,2180,5440,1,1080,1470,4109,53,785000,5
4,2.5,2110,3750,2,0,1700,5000,71,772000,3
4,2.5,3120,14300,2,0,2580,10005,77,730100,3
5,2.75,2830,5310,2,0,3150,6581,66,725000,3
3,2,2050,3933,1,870,1940,4000,55,724800,3
2,1,2020,7200,1,320,2020,7200,62,720000,4
5,2.5,3200,6455,2,0,3290,7924,72,675000,3
5,3.25,3690,12353,2,0,2290,9082,63,655000,5
4,2.5,3160,11380,2,0,2970,10385,61,645000,3
3,2.25,1720,4000,1.5,270,1410,4000,70,620000,4
3,2.5,2170,5000,2,0,2170,5000,62,619500,3
3,2.5,2720,6439,2,0,3180,7320,68,619000,3
3,2.5,2134,1984,2.5,0,2170,1984,74,611000,3
2,1,910,3600,1,0,1720,3600,52,605000,4
3,2.25,1290,2500,2,0,1700,3750,71,605000,4
3,2.25,1520,1221,3,0,1550,4750,73,565000,3
2,2,2260,9604,1,0,2260,10747,63,551000,3
1,1,1140,6700,1.5,0,1350,6700,67,540000,3
3,1.5,1260,3135,1.5,0,1700,4180,62,523000,3
3,2.5,2370,7875,2,0,2660,7752,58,522500,3
2,2.5,1310,1500,2,150,1320,1581,61,500000,3
3,2,1450,2400,1.5,0,1450,4275,66,490000,3
2,1,1160,5000,1,0,1750,5000,80,490000,4
4,2.5,2430,5000,2,0,2430,5441,79,480000,3
3,1.75,1560,4049,1.5,560,1430,3738,54,451000,3
4,2.25,2270,7800,1,980,1480,7280,59,446000,3
3,2.25,1990,7340,2,0,2180,11223,59,445000,3
3,3,1970,24318,1,0,2150,14695,64,445000,3
3,2.5,2320,36847,2,0,2550,35065,65,437500,3
4,2.5,2280,7568,2,0,2280,5312,67,433000,4
3,1.75,2150,4333,1,950,1480,6500,70,430000,3
3,2.5,2670,13218,1,0,1960,13130,55,425000,4
3,2.5,1800,5761,2,0,1800,5952,72,408200,4
3,2.5,2740,83199,2,0,2500,29269,76,400000,3
3,1.75,1180,10541,1,240,1230,10879,65,385000,4
3,3.25,1860,1787,3,0,1830,1787,68,379950,3
3,2.25,1410,1377,2,120,1445,1370,60,377500,3
3,1.5,1100,1751,2,160,1380,1751,54,375000,3
4,2.5,2790,7956,2,0,1660,8192,73,375000,3
4,1.5,1370,9957,1,470,1510,8088,58,370000,3
3,1.75,1726,197326,2,0,2114,99316,72,363750,4
1,1,700,5100,1,0,1010,5100,71,350000,3
4,2.5,2440,4000,2,0,2410,4502,69,350000,3
4,1,1980,7991,1.5,0,1730,7700,62,345000,3
3,1,1260,6826,1,540,1300,6826,50,342000,3
3,2.5,1480,1663,2,300,1380,1537,77,341000,3
3,1,1250,4800,1,0,1404,4800,67,340000,4
3,1.5,1170,4950,1,0,1570,7700,79,330000,4
3,2,1760,11410,1,700,1680,9165,50,317000,5
4,2.5,2340,8990,2,0,2980,6718,70,314000,3
3,2.25,2060,38377,1,500,2080,60513,60,306500,4
3,2.5,1870,5874,2,0,2090,4060,64,306000,3
2,1,830,6017,1,0,1340,6040,63,282613,4
3,2.5,1480,15639,2,0,1480,16454,70,275000,3
4,2,1510,4235,1,0,1510,4268,66,254000,3
2,1.5,1070,9643,1,0,1220,8386,69,252700,3
3,2,1900,6660,1,950,1690,8111,52,250000,5
3,2.25,1440,7673,1,500,1440,8418,65,249000,3
4,3.5,1850,6519,2,720,1280,6664,69,248000,3
2,1,870,6150,1,0,1120,6150,65,245000,3
4,1,1530,7200,1.5,130,1530,7200,61,245000,3
5,1,1460,6032,2,0,1060,10300,75,239950,4
4,2.25,1860,7000,1,740,1990,8937,52,239900,3
3,2,1020,1204,2,300,1360,1506,57,238000,3
5,1.75,1730,5200,1,680,1350,5200,64,205000,4
3,1,1000,18513,1,0,1280,8113,76,180000,3
2,1,1010,5200,1,0,1580,7500,60,174500,3
3,2,1700,4250,1,810,1440,4250,63,410000,3
3,2,1940,55756,1,0,2330,10018,57,732000,5
4,2.5,2060,7475,1,620,2280,8396,64,575550,3
3,2.5,2130,3500,1,920,2030,3710,51,534640,4
2,2,1360,4688,1,580,1340,4750,64,488000,3
3,2.5,2480,8342,2,0,2300,8303,58,415000,3
3,2.25,1410,14110,1,240,1560,18336,57,352500,3
5,2.5,1970,8605,2,0,1970,8460,80,297000,4
5,3.75,5340,10655,2.5,1600,3910,9418,80,2100000,4
4,3.25,5010,34460,2,0,4760,34460,50,1470000,3
4,3.5,3410,10769,2,0,2650,10058,60,1410000,3
4,2.5,3190,8684,1,1510,3160,8684,72,1220000,5
4,3,2240,6000,1.5,970,2240,4250,74,1190000,4
2,1.75,2430,23400,1,0,3150,23600,63,1000000,3
3,1.5,2200,5000,1.5,0,2860,5000,59,924000,3
4,2.75,2730,3560,1.5,1180,1860,3560,60,885000,3
5,3.25,4180,49222,2,1300,3170,8029,76,869000,4
4,3.5,2640,5900,2,0,1700,5900,51,850000,3
2,2.5,2380,9374,1,0,1610,5000,79,818000,3
4,2.5,3480,59242,2,0,2930,39400,59,810000,3
5,2,3370,5000,1.5,1230,1920,3200,75,762000,4
4,2.5,2660,10452,2,0,2890,9025,66,755000,3
4,2.5,3430,64441,2,0,3580,64441,56,749950,3
3,1.75,2010,4905,1,780,2210,1834,74,700000,5
3,2,1610,5100,1.5,0,1740,5100,67,690000,5
2,2.25,1540,958,3,0,1410,958,79,640000,3
4,2.5,2460,4200,2,0,2330,4200,57,611000,3
5,1.75,3290,11900,1.5,0,2210,8549,70,602000,3
2,2,1420,9191,1.5,0,1420,6816,53,592500,5
3,2.25,2030,7350,1,840,1950,7350,58,588000,4
4,2.5,2500,4945,2,0,2760,6000,54,575000,3
3,2.25,2030,9791,1,530,2030,11031,71,572500,4
4,2.25,2110,10698,2,0,2220,8252,66,565000,4
4,1,1660,4690,1.5,400,1400,3876,67,560000,3
3,3.5,2320,3174,2,260,2320,3187,66,530000,3
4,1.75,2420,2983,1,940,2370,7699,70,525000,3
3,1.75,1890,3825,1,600,1320,3825,61,524950,3
3,2.5,1680,2096,2,300,1360,2096,57,518000,3
4,2,1690,3250,1.5,140,1620,3250,52,487250,3
3,1,1500,4100,1.5,130,1500,4100,62,485000,3
2,2.25,1260,1240,3,0,1330,1300,50,485000,3
3,1.75,2200,7706,2,0,1170,70973,55,485000,3
3,2.25,1450,1445,2,470,1510,1370,58,482500,3
4,3.5,3370,435600,2,0,2790,114868,73,480000,3
3,2.5,1350,2053,3,0,1350,4150,53,477000,3
2,1,1490,3825,1,630,1460,3825,61,475000,3
4,2.5,3060,10043,1,1360,1630,8296,67,475000,4
3,1.75,1630,28600,1,0,2260,26000,55,464000,3
3,1.5,1710,990,1.5,300,1860,6000,54,462000,3
5,1.75,1250,10530,1,0,1560,8190,61,462000,4
2,1,1060,7193,1,0,1980,7560,54,461000,3
5,2.75,2190,12687,1,820,2280,10784,55,446000,5
3,1.75,1800,10200,1,0,2140,10128,77,442500,3
2,1.5,1010,1968,1.5,0,1760,4200,73,440000,5
3,2.5,2200,3360,2,0,2130,3423,57,433500,3
3,2.5,1920,15124,2,0,1920,16477,60,429000,3
2,1,770,4000,1,0,1420,5040,50,413500,5
4,2.75,2500,5257,2,0,1660,5970,75,411000,3
4,2.5,2490,8290,2,0,2690,7008,57,390000,3
3,2.5,1690,1613,2,540,1690,1662,55,386591,3
